,name,id,office,position,cars_info,cars_family_info,all_cars_sum,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_estate,group,car_years,group_car,group_flat,group_years
3270,Мазуренко Олександр Анатолійович,vulyk_29_186,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у м. ялта гу міндоходів у ар крим,;;;,Lexus RX400;Mercedes-Benz ML 350,82420.0,989040.0,0.99,649.0,0.0,649.0,24.0,митники,127.0,medium,superlow,high
3287,Макаренко Михайло Миколайович,vulyk_16_72,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник індустріальної одпі м. харкова гу міндоходів у харківській області,Toyota Camry;;,Toyota Land Cruiser Prado;;;;;;,46796.0,561552.0,0.56,5788.0,5357.0,11145.0,81.0,митники,4.2,low,superlow,low
3288,Макаренко Оксана Вікторівна,vulyk_59_76,Господарський місцевий суд,суддя господарського суду харківської області,;;,Land Rover Range Rover Evoque;Land Rover Range Rover Sport;Mitsubishi Lancer;Peugeot 107,138187.0,1658244.0,1.66,15774.0,3885.0,19659.0,325.0,суди,7.0,high,superlow,high
3291,Макаров Денис Валерійович,vulyk_13_199,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дніпродзержинської об'єднаної державної податкової інспекції головного управління дфс у дніпропетровській області,Toyota Prado GX;Mitsubishi ASX;;,Mitsubishi ASX;;;,65842.0,790104.0,0.79,5503.0,102.0,5605.0,54.0,митники,11.7,medium,superlow,high
3296,Макарчук Михайло Андрійович,vulyk_9_71,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,"суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ, член вищої кваліфікаційної комісії суддів україни",Nissan Murano;Mitsubishi Outlander;ЗАЗ Lanos;;,ИЖ 21251;;;,50291.0,603492.0,0.6,28068.0,0.0,28068.0,102.0,суди,1.8,low,superlow,superlow
3300,Маклаков Станіслав Олександрович,vulyk_19_22,Міністерство внутрішніх справ,начальник удсбез умвс у вінницькій області полковник міліції,Toyota Camry;;,Mercedes GL 450;;,52219.0,626628.0,0.63,5519.0,0.0,5519.0,140.0,МВС,9.5,low,superlow,high
3322,Малетич Михайло Михайлович,vulyk_8_101,Вищий господарський суд,суддя вищого господарського суду україни,Mercedes-Benz ML 350;;,;;,66978.0,803736.0,0.8,24922.0,0.0,24922.0,566.0,суди,2.7,medium,low,superlow
3341,Мальцев Дмитро Володимирович,vulyk_13_200,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у анд районі м. дніпропетровська гу міндоходів дніпропетровської області,Mercedes E300;BMW 730;Volkswagen Touareg;,;;;,116118.0,1393416.0,1.39,927.0,2538.0,3465.0,57.0,митники,33.5,high,superlow,high
3343,Маляренко Артем Васильович,vulyk_8_144,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Toyota Land Cruiser Prado;;,;;,47030.0,564360.0,0.56,20590.0,6911.0,27501.0,142.0,суди,1.7,low,superlow,superlow
3352,Мамалуй Олександр Олексійович,vulyk_59_77,Господарський місцевий суд,суддя господарського суду харківської області,Mercedes E280;Mercedes ML350;,Mazda CX-7;Chevrolet Lacetti;;,43313.0,519756.0,0.52,23410.0,13502.0,36912.0,342.0,суди,1.2,low,superlow,superlow
3370,Маринін Олександр Вікторович,vulyk_17_34,Загальний місцевий суд,суддя бердянського міськрайонного суду запорізької області,Volkswagen Touareg;;;,;;;;,44497.0,533964.0,0.53,19831.0,0.0,19831.0,0.0,суди,2.2,low,superlow,superlow
3394,Мартюхіна Наталя Олександрівна,vulyk_37_32,Апеляційний господарський суд,суддя донецького апеляційного господарського суду,Volkswagen Tiguan;;,Land Rover;Fiat Doblo;;;;,76097.0,913164.0,0.91,17419.0,1945.0,19364.0,177.0,суди,3.9,medium,superlow,low
3414,Марченко Нінель Валеріївна,vulyk_17_70,Загальний місцевий суд,заступник голови заводського районного суду м. запоріжжя,Toyota Land Cruiser Prado;;;,;;;;,42312.0,507744.0,0.51,19897.0,0.0,19897.0,49.0,суди,2.1,low,superlow,superlow
3417,Марченко Олександр Степанович,vulyk_10_107,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника львівської митниці дфс,BMW X6;;,;;;;,101074.0,1212888.0,1.21,1439.0,0.0,1439.0,0.0,митники,70.2,high,superlow,high
3422,Марчук Наталія Олегівна,vulyk_8_181,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Nissan Tiida;;,Mitsubishi Outlander XL;ЛУАЗ;,43886.0,526632.0,0.53,23217.0,16782.0,39999.0,193.0,суди,1.1,low,superlow,superlow
3428,Маслюк Сергій Володимирович,vulyk_30_118,Прокуратура,заступник прокурора сумської області - начальник управління нагляду за додержанням законів у кримінальному провадженні,УАЗ;Mercedes-Benz ML 350;,Toyota Camry;Infinity EX 37;,80480.0,965760.0,0.97,11955.0,0.0,11955.0,209.0,суди,6.7,medium,superlow,medium
3492,Мележик Неоніла Іванівна,vulyk_8_36,Вищий господарський суд,суддя вищого господарського суду україни,Lexus;Suzuki;,Daewoo;Таврия;,55996.0,671952.0,0.67,23742.0,6443.0,30185.0,523.0,суди,1.9,low,low,superlow
3497,Мельник Ірина Миколаївна,vulyk_16_29,Загальний місцевий суд,суддя комінтернівського районного суду м. харкова,Toyota Land Cruiser Prado;;,Toyota Land Cruiser Prado;Mazda 6;Lexus;Volkswagen Caddy;ЗАЗ 110308-45;;,90580.0,1086960.0,1.09,19355.0,5946.0,25301.0,189.0,суди,3.6,high,superlow,low
3504,Мельник Дмитро Михайлович,vulyk_27_117,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у м. полтава,Kia Ceed;;,Hyundai Santa FE;Volvo 340;Kia Ceed,52406.0,628872.0,0.63,5322.0,0.0,5322.0,172.0,митники,9.8,low,superlow,high
3531,Мельничук Олена Ярославівна,vulyk_45_33,Загальний апеляційний суд,суддя апеляційного суду львівської області,Toyota Camry;;,Mercedes-Benz GL 450;;;;,48858.0,586296.0,0.59,22350.0,0.0,22350.0,194.0,суди,2.2,low,superlow,superlow
3532,Мельнікова Лариса Володимирівна,vulyk_56_133,Апеляційний адміністративний суд,суддя харківського апеляційного адміністративного суду,Lexus GS-250;;,;;,45885.0,550620.0,0.55,21131.0,0.0,21131.0,87.0,суди,2.2,low,superlow,superlow
3581,Михайлик Микола Миколайович,vulyk_26_185,Міністерство внутрішніх справ,начальник управління карного розшуку умвс україни в полтавській області,Volkswagen Touareg;;,;;;,50629.0,607548.0,0.61,8735.0,0.0,8735.0,109.0,МВС,5.8,low,superlow,medium
3605,Мишков Ярослав Євгенович,vulyk_16_134,Прокуратура,прокурор червонозаводського району м. харкова,Jeep Wrangler;;,Mercedes-Benz ML 350;;;;;;,106993.0,1283916.0,1.28,15172.0,1411.0,16583.0,625.0,суди,6.5,high,low,medium
3613,Могил Сергій Костянтинович,vulyk_8_20,Вищий господарський суд,суддя вищого господарського суду україни,;;,Jeep Grand Cherokee;;,57954.0,695448.0,0.7,21917.0,0.0,21917.0,472.0,суди,2.6,medium,superlow,superlow
3630,Мора Олег Миколайович,vulyk_51_198,Загальний місцевий суд,суддя обухівського районного суду київської області,Honda Pilot;;;,Audi Q5;;;;,66318.0,795816.0,0.8,13657.0,16077.0,29734.0,460.0,суди,2.2,medium,superlow,superlow
3632,Моргун Галина Леонідівна,vulyk_21_154,Загальний місцевий суд,голова володарського районного суду київської області,Chevrolet Aveo;;;,Mitsubishi Pajero Wagon;;;;,26393.0,316716.0,0.32,18875.0,7380.0,26255.0,587.0,суди,1.0,superlow,low,superlow
3636,Мороз Вікторія Олександрівна,vulyk_34_5,Загальний місцевий суд,заступник голови новодністровського міського суду чернівецької області,Lexus;;,BMW X1;;,51523.0,618276.0,0.62,14770.0,1896.0,16666.0,1386.0,суди,3.1,low,high,low
3637,Мороз Микола Андрійович,vulyk_8_184,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Mercedes-Benz E200;Mercedes-Benz CLK 300 4matik;,;;,50564.0,606768.0,0.61,29117.0,0.0,29117.0,130.0,суди,1.7,low,superlow,superlow
3654,Мотик Євген Володимирович,vulyk_1_561,Прокуратура,прокурор прокуратури Обухівського району Київської області,;;;;;,Mitsubishi Outlander;Volkswagen Golf;Skoda Superb;;;,44268.0,531216.0,0.53,5760.0,11978.0,17738.0,68.0,суди,2.5,low,superlow,superlow
3680,Муратова Світлана Олександрівна,vulyk_52_26,Загальний місцевий суд,"суддя, заступник голови київського районного суду м. харкова",Chrysler PT Cruiser;,Chrysler PT Cruiser;Toyota Sequoia;Mercedes-Benz E 260;BMW X6 XDrive 35i,117726.0,1412712.0,1.41,17446.0,11255.0,28701.0,369.0,суди,4.1,high,superlow,low
3692,Мухін Анатолій Володимирович,vulyk_56_58,Загальний місцевий суд,суддя жовтневого районного суду м. запоріжжя,Volkswagen Touareg;;,;;,44497.0,533964.0,0.53,21537.0,0.0,21537.0,107.0,суди,2.1,low,superlow,superlow
3744,Міщук Ярослав Геннадійович,vulyk_31_134,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника кременецької одпі гу дфс у тернопільській області,Volkswagen Caddy;;;,BMW 540;Mitsubishi;ВАЗ Нива 2121,20805.0,249660.0,0.25,5161.0,0.0,5161.0,536.0,митники,4.0,superlow,low,low
3747,Наваляний Тарас Данилович,vulyk_12_44,Загальний місцевий суд,суддя ковельського міскрайонного суду волинської області,;;;,Volkswagen Touareg;Mitsubishi Carisma;,44828.0,537936.0,0.54,18999.0,0.0,18999.0,241.0,суди,2.4,low,superlow,superlow
3760,Назарко Олег Миколайович,vulyk_10_133,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника митного поста одеса-аеропорт одеської митниці дфс,Toyota Prado;;,Lexus RX-350;Subaru Forester;;;,51223.0,614676.0,0.61,7353.0,3875.0,11228.0,107.0,митники,4.6,low,superlow,low
3776,Насіров Роман Михайлович,chesno_2297,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,голова державної фіскальної служби,Toyota Camry;Lexus LX 570;;;,Land Rover Range Rover;;;;,120997.0,1451964.0,1.45,396420.0,2155.0,398575.0,572.0,митники,0.3,high,low,superlow
3784,Наумова Ірина Йосипівна,vulyk_44_47,Загальний місцевий суд,суддя комунарського районного суду м. запоріжжя,Toyota Rav 4;Mazda 6;ЗАЗ-11022,;;,40979.0,491748.0,0.49,20122.0,5053.0,25175.0,514.0,суди,1.6,superlow,low,superlow
3790,Невідома Тетяна Олексіївна,vulyk_51_23,Загальний апеляційний суд,суддя апеляційного суду міста києва,Volkswagen Tiguan;;;,Toyota Fj;;;;,82625.0,991500.0,0.99,22232.0,27167.0,49399.0,486.0,суди,1.7,medium,superlow,superlow
3802,Немцов Микола Миколайович,vulyk_33_72,Міністерство внутрішніх справ,начальник управління по боротьбі з організованною злочинністю умвс україни в чернівецькій області,Volkswagen;;;,;;;,46142.0,553704.0,0.55,8286.0,0.0,8286.0,0.0,МВС,5.6,low,superlow,medium
3826,Нечипуренко Олександр Михайлович,vulyk_57_110,Апеляційний господарський суд,суддя запорізького окружного адміністративного суду,;;;,Toyota Rav 4;Volvo 740;;,25342.0,304104.0,0.3,21222.0,0.0,21222.0,951.0,суди,1.2,superlow,medium,superlow
3853,Носенко Артем Олександрович,vulyk_14_37,Прокуратура,"старший прокурор відділу процесуального керівництва у кримінальних провадженнях про корупційні кримінальні правопорушення управління нагляду за додержанням законів спецпідрозділами та іншими органами, які ведуть боротьбу із організованною злочинністю та корупцією прокуратури дніпропетровської області",Toyota Highlander;;;,Seat Ibiza;;;,44155.0,529860.0,0.53,7719.0,3001.0,10720.0,161.0,суди,4.1,low,superlow,low
3868,Ніколайчук Світлана Василівна,vulyk_41_76,Адміністративний місцевий суд,суддя дніпропетровського окружного адміністративного суду,Lexus RX 350;;;,;;;;,46788.0,561456.0,0.56,15241.0,0.0,15241.0,216.0,суди,3.1,low,superlow,low
3871,Ніколенко Михайло Олександрович,vulyk_41_25,Господарський місцевий суд,суддя господарського суду дніпропетровської області,Mercedes-Benz ML 250;Lexus RX 350;Nissan Sunny;Mitsubishi L 200,Mercedes-Benz ML 250;;;;,155744.0,1868928.0,1.87,15101.0,1500.0,16601.0,125.0,суди,9.4,high,superlow,high
3902,Овсянніков Владислав Сергійович,vulyk_15_191,Загальний місцевий суд,суддя дергачівського районного суду харківської області,Audi Q5;;,Audi A3 sportback;;;,58759.0,705108.0,0.71,14875.0,7337.0,22212.0,445.0,суди,2.6,medium,superlow,superlow
3905,Овчаренко Сергій Миколайович,vulyk_1_1380,Прокуратура,перший заступник прокурора м. Черкаси,Audi A4;Land Rover Range Rover;;;;,;;;;;,73595.0,883140.0,0.88,9387.0,0.0,9387.0,106.0,суди,7.8,medium,superlow,high
3910,Огоновський Андрій Романович,vulyk_18_173,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника дпі у шевченківському р-ні м. львова головного управліняя міндоходів у львівській області,Skoda Octavia A7;;,Nissan Micra;Volkswagen Tiguan;,44106.0,529272.0,0.53,4088.0,0.0,4088.0,596.0,митники,10.8,low,low,high
3912,Огородник Анатолій Петрович,vulyk_51_160,Адміністративний місцевий суд,суддя чернівецького окружного адміністративного суду,;;;,Toyota Avensis;;;;,11532.0,138384.0,0.14,23488.0,4802.0,28290.0,582.0,суди,0.4,superlow,low,superlow
3921,Озерянська Світлана Іванівна,vulyk_41_77,Адміністративний місцевий суд,суддя дніпропетровського окружного адміністративного суду,Toyota Land Cruiser Prado;Toyota Land Cruiser Prado;;,;;;;,45279.0,543348.0,0.54,15160.0,15459.0,30619.0,225.0,суди,1.5,low,superlow,superlow
3922,Озерянський Олександр Миколайович,vulyk_27_122,Прокуратура,перший заступник прокурора запорізької області,;;,Toyota Prado;Toyota Land Cruiser Prado;,45279.0,543348.0,0.54,15459.0,15160.0,30619.0,225.0,суди,1.5,low,superlow,superlow
3930,Олаг Олександр Миколайович,vulyk_1_1520,Прокуратура,начальник управління нагляду за додержанням законів у кримінальному провадженні,BMW 520;;;;;,Volkswagen Tiguan;;;;;,42243.0,506916.0,0.51,13355.0,0.0,13355.0,206.0,суди,3.2,low,superlow,low
3947,Ольховський Віктор Іванович,vulyk_25_26,Міністерство внутрішніх справ,начальник гу мвс україни в запорізький області,;;;,Lexus;;;,27288.0,327456.0,0.33,11833.0,31667.0,43500.0,603.0,МВС,0.6,superlow,low,superlow
3967,Олійниченко В'ячеслав Володимирович,vulyk_2_244,Прокуратура,прокурор прокуратури шевченківського району м. києва,Honda Accord;;,Mitsubishi Colt;Volvo XC90;,44329.0,531948.0,0.53,8738.0,1338.0,10076.0,202.0,суди,4.4,low,superlow,low
3987,Онопенко Василь Васильович,vulyk_56_193,Верховний суд,суддя верховного суду украіни,Audi A8;;,;;,76292.0,915504.0,0.92,45464.0,2111.0,47575.0,706.0,суди,1.6,medium,medium,superlow
3993,Оніщук Максим Іванович,vulyk_51_25,Загальний апеляційний суд,суддя апеляційного суду м. києва,Toyota FJ Cruiser;;;,Skoda Fabia Elegans;Mercedes-Benz ML 350;;;,102458.0,1229496.0,1.23,18194.0,0.0,18194.0,317.0,суди,5.6,high,superlow,medium
3997,Оприск Зорян Леонович,vulyk_17_198,Загальний місцевий суд,суддя жовківського районного суду львівської області,Opel Vectra;Subaru Forester;;,Opel Vectra;Volvo XC70;Subaru Forester;;,38590.0,463080.0,0.46,15526.0,0.0,15526.0,857.0,суди,2.5,superlow,medium,superlow
4002,Ореховська Кристина Едуардівна,vulyk_28_59,Загальний місцевий суд,суддя рівненського міського суду,Daihatsu Materia;Toyota Heilyx;;;;,Toyota Camry;;;,45866.0,550392.0,0.55,17022.0,10150.0,27172.0,131.0,суди,1.7,low,superlow,superlow
4024,Остапов Володимир Костянтинович,vulyk_16_50,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника – начальник оперативного управління дпі у дзержинському районі м. харкова гу дфс у харківській області,Volkswagen Touareg;;,;;;;;;,44497.0,533964.0,0.53,2773.0,0.0,2773.0,89.0,митники,16.0,low,superlow,high
4026,Остапчук Валерій Васильович,vulyk_10_161,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник харківської митниці дфс україни,;;,Lexus RX 350;Toyota RAV4;;;,82609.0,991308.0,0.99,6317.0,16821.0,23138.0,666.0,митники,3.6,medium,low,low
4032,Остропілець Євген Романович,vulyk_15_187,Загальний місцевий суд,заступник голови дніпропетровського районного суду харківської області,Ford Kuga;Mercedes-Benz S;,Ford Fiesta;Ford Kuga;Mercedes S;,62221.0,746652.0,0.75,20287.0,1300.0,21587.0,471.0,суди,2.9,medium,superlow,superlow
4059,Павич Володимир Степанович,vulyk_20_60,Прокуратура,дрогобицький міжрайонний прокурор,Ford Transit;;;,Volkswagen Caddy;ГАЗ 69;Mercedes-Benz E220 CDI;Ford Transit Connect,63843.0,766116.0,0.77,12940.0,9996.0,22936.0,132.0,суди,2.8,medium,superlow,superlow
4080,Павлюк Ірина Юріївна,vulyk_55_156,Апеляційний господарський суд,суддя рівненського апеляційного господарського суду,Subaru Impreza;Porsche Cayenne,УАЗ 31512;;,68941.0,827292.0,0.83,16622.0,11462.0,28084.0,752.0,суди,2.5,medium,medium,superlow
4124,Панова Ірина Юріївна,vulyk_8_76,Вищий господарський суд,суддя,BMW 320;Toyota Rav 4;,;;,63428.0,761136.0,0.76,23218.0,0.0,23218.0,66.0,суди,2.7,medium,superlow,superlow
4126,Панталієнко Петро Васильович,vulyk_56_173,Верховний суд,суддя верховного суду україни,Honda CR-V;;,Volkswagen Touareg;;,62419.0,749028.0,0.75,26531.0,0.0,26531.0,289.0,суди,2.4,medium,superlow,superlow
4167,Паскал Василь Федорович,vulyk_25_18,Міністерство внутрішніх справ,заступник міністра внутрішніх справ україни,Skoda Octavia A5;;;,Mitsubishi Pajero Wagon;Mercedes-Benz GL 550;Niva Chevrolet;Niva Chevrolet,91280.0,1095360.0,1.1,14722.0,5007.0,19729.0,779.0,МВС,4.6,high,medium,low
4180,Патрюк Микола Васильович,vulyk_9_74,Верховний суд,"суддя верховного суду україни, заступник голови вищої кваліфікаційної комісії суддів україни",Ford Focus;;;;,;;;,8384.0,100608.0,0.1,28722.0,0.0,28722.0,570.0,суди,0.3,superlow,low,superlow
4184,Пахомов Валерій Анатолійович,vulyk_34_83,Міністерство внутрішніх справ,начальник умз гумвс україни в харківській області,;;,Honda Pilot;Honda C;Mazda CX-7,60441.0,725292.0,0.73,15197.0,15962.0,31159.0,118.0,МВС,1.9,medium,superlow,superlow
4185,Пацкан Василь Васильович,vulyk_21_17,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,виконуючий обов'язки начальника - перший заступник начальника ужгородської одпі гу дфс у закарпатській області,Toyota;;;,Subaru;;;;,67793.0,813516.0,0.81,4038.0,4022.0,8060.0,518.0,митники,8.4,medium,low,high
4201,Пеньков Сергій Володимирович,vulyk_13_108,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника головного управління державної фіскальної служби у дніпропетровській області,Toyota Camry;;;,Lexus RX 450;;;,51379.0,616548.0,0.62,16059.0,1536.0,17595.0,109.0,митники,2.9,low,superlow,superlow
4227,Петренко Ігор Васильович,vulyk_41_29,Господарський місцевий суд,суддя господарського суду дніпропетровської області,BYD S6;;;,Nissan Teana;;;;,30702.0,368424.0,0.37,19892.0,21047.0,40939.0,1871.0,суди,0.7,superlow,high,superlow
4232,Петренко Наталія Едуардівна,vulyk_41_30,Господарський місцевий суд,суддя господарського суду дніпропетровської області,Nissan Teana;;;,BYD S6;;;;,30702.0,368424.0,0.37,19466.0,21474.0,40940.0,1871.0,суди,0.7,superlow,high,superlow
4235,Петрик Ігор Ярославович,vulyk_21_43,Міністерство внутрішніх справ,начальник вдсбез умвс україни на львівській залізниці,Daewoo Lanos;;;,Mitsubishi Galant;;;;,15558.0,186696.0,0.19,6207.0,0.0,6207.0,505.0,МВС,2.5,superlow,low,superlow
4238,Петрова Валентина Іванівна,vulyk_41_31,Господарський місцевий суд,суддя господарського суду дніпропетровської області,Toyota Rav 4;;;,Toyota Highlander;;;;,60752.0,729024.0,0.73,19395.0,10486.0,29881.0,164.0,суди,2.0,medium,superlow,superlow
4240,Петрова Ліма Миколаївна,vulyk_26_74,Адміністративний місцевий суд,суддя полтавського окружного адміністративного суду,Infiniti FX;;,Land Rover Range Rover;;;,56320.0,675840.0,0.68,15014.0,2812.0,17826.0,26.0,суди,3.2,low,superlow,low
4276,Письменний Артем Миколайович,vulyk_10_69,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,головний державний інспектор відділу митного оформлення № 5 митного посту тиса чопської митниці міндоходів,Volkswagen Golf VI;;,;;;;,15014.0,180168.0,0.18,3856.0,0.0,3856.0,591.0,митники,3.9,superlow,low,low
4314,Погрібний Микола Олексійович,vulyk_15_124,Загальний місцевий суд,суддя суворівського районного суду м. одеси,Volkswagen Touareg;;,Volkswagen Tiguan;;;,70126.0,841512.0,0.84,24602.0,3444.0,28046.0,530.0,суди,2.5,medium,low,superlow
4319,Подобайло Зоя Григорівна,vulyk_56_137,Апеляційний адміністративний суд,суддя харківського апеляційного адміністративного суду,;;,Mitsubishi Pajero Sport;Toyota Highlander;Toyota Venza,72541.0,870492.0,0.87,18100.0,4576.0,22676.0,425.0,суди,3.2,medium,superlow,low
4330,Пойдолова Марія Пантеліївна,vulyk_14_130,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник відділу податкового аудиту дпі у ренійському районі гу міндоходів в одеській області,Toyota Rav 4;;;,Toyota Land Cruiser;Honda Accord;Mitsubishi;,43400.0,520800.0,0.52,4192.0,0.0,4192.0,906.0,митники,10.4,low,medium,high
4352,Полюхович Олег Іванович,vulyk_27_153,Загальний апеляційний суд,голова апеляційного суду рівненської області,Mercedes-Benz B 180;;,Mercedes-Benz E 220;;,48313.0,579756.0,0.58,21817.0,0.0,21817.0,220.0,суди,2.2,low,superlow,superlow
4356,Полянський Анатолій Григорович,vulyk_8_59,Вищий господарський суд,суддя вищого господарського суду україни,Mercedes-Benz S 550;;,Toyota Rav 4;;,56115.0,673380.0,0.67,23897.0,1339.0,25236.0,781.0,суди,2.2,low,medium,superlow
4359,Полєв Дмитро Миколайович,vulyk_41_32,Господарський місцевий суд,суддя господарського суду дніпропетровської області,Infiniti M;Lexus QX;Suzuki Grand Vitara;,;;;;,46920.0,563040.0,0.56,18495.0,0.0,18495.0,96.0,суди,2.5,low,superlow,superlow
4360,Полєйко Віталій Олександрович,vulyk_10_23,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника дніпропетровської митниці державної фіскальної служби,Lexus RX 350;;,Lexus RX 350;;;;,77296.0,927552.0,0.93,4245.0,0.0,4245.0,776.0,митники,18.2,medium,medium,high
4406,Попов Денис Вікторович,vulyk_16_141,Прокуратура,прокурор великобурлуцького району харківської області,Volkswagen Golf;Ford Fiesta;Toyota Land Cruiser,Volkswagen Touareg;Mercedes-Benz Vito;Mitsubishi L 200;Ford Fiesta;;;,92878.0,1114536.0,1.11,11012.0,3318.0,14330.0,716.0,суди,6.5,high,medium,medium
4412,Попов Сергій Юрійович,vulyk_32_119,Прокуратура,перший заступник прокурора херсонської області,Mitsubishi Lancer;Morris Garages;;,Hyundai Elantra;Toyota Camry;,52019.0,624228.0,0.62,5978.0,561.0,6539.0,263.0,суди,8.0,low,superlow,high
4416,Попович Ірина Миколаївна,vulyk_59_81,Господарський місцевий суд,суддя господарського суду харківської області,Lexus LX - 570;;,Mitsubishi L 200;Hyundai H1;;,138615.0,1663380.0,1.66,10859.0,15081.0,25940.0,769.0,суди,5.3,high,medium,medium
4472,Примак Сергій Анатолійович,vulyk_41_33,Господарський місцевий суд,суддя господарського суду дніпропетровської області,;;;,Toyota FJ Cruiser;;;;,25936.0,311232.0,0.31,19412.0,3474.0,22886.0,516.0,суди,1.1,superlow,low,superlow
4477,Присяжнюк Оксана Василівна,vulyk_56_138,Апеляційний адміністративний суд,суддя харківського апеляційного адміністративного суду,MINI Cooper Countryman;;,Toyota Avensis;;,46180.0,554160.0,0.55,18813.0,0.0,18813.0,87.0,суди,2.5,low,superlow,superlow
4478,Присяжнюк Олег Богданович,vulyk_51_80,Загальний апеляційний суд,суддя апеляційного суду міста києва,Nissan Armada;Mercedes-Benz S320;;,;;;;,22415.0,268980.0,0.27,22969.0,17627.0,40596.0,902.0,суди,0.6,superlow,medium,superlow
4482,Притула Єгор Михайлович,vulyk_11_122,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника міжрегионального гу міндоходів - центрального офісу з обслуговування великих платників,Toyota Land Cruiser 200;Toyota Land Cruiser 120;,Toyota Corolla;Fiat Cinquecento;;,64247.0,770964.0,0.77,10217.0,0.0,10217.0,59.0,митники,6.3,medium,superlow,medium
4507,Прокоф'єв Дмитро Ігорович,vulyk_24_180,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у центральному районі м. миколаєва гу дфс у миколаїській області,Toyota Camry;Daewoo Sens;;,Mazda CX-5;Mazda 6;,68877.0,826524.0,0.83,1923.0,804.0,2727.0,392.0,митники,25.3,medium,superlow,high
4520,Прохоров Сергій Анатолійович,vulyk_59_82,Господарський місцевий суд,суддя господарського суду харківської області,Toyota Camry;;,Toyota Highlander;;;,54846.0,658152.0,0.66,16954.0,0.0,16954.0,403.0,суди,3.2,low,superlow,low
4546,Пулик Василь Васильович,vulyk_21_82,Загальний місцевий суд,голова долинського районного суду івано-франківської області,;;;,Volkswagen Touareg;Kia Sportage;;;,58614.0,703368.0,0.7,21415.0,7603.0,29018.0,881.0,суди,2.0,medium,medium,superlow
4581,Піддубний Роман Миколайович,vulyk_55_52,Загальний апеляційний суд,"суддя апеляційного суду харківської області, секретар судової палати у цивільних справах",Mazda 3;Toyota Camry,Toyota Camry;;,57269.0,687228.0,0.69,19855.0,0.0,19855.0,146.0,суди,2.9,low,superlow,superlow
4582,Підкапка Костянтин Васильович,vulyk_22_165,Міністерство внутрішніх справ,заступник начальника лв на ст. жмеринка - начальник мгб умвс україни на пзз,Kia Sorento;,Kia Sorento;Toyota Auris;,44782.0,537384.0,0.54,3307.0,2028.0,5335.0,193.0,МВС,8.4,low,superlow,high
4586,Підліснюк Олександр Миколайович,vulyk_33_55,Прокуратура,золотоніський міжрайонний прокурор,Toyota Avalon;;;,Toyota Venza;;;,67152.0,805824.0,0.81,12316.0,0.0,12316.0,184.0,суди,5.5,medium,superlow,medium
